Stock Name,Price
FNCFT,736.34
EJQUB,439.36
ZRXRN,999.53
EHCXH,449.75
EAPDM,527.42
YLUJX,646.87
XCFEZ,705.39
ICCCG,916.3
XDQUL,524.89
UDMCI,191.02
AEEPV,138.78
RRCVY,866.76
NXZXB,134.25
UHJJM,76.61
TAIRR,760.66
EXZCD,611.76
GZIWI,83.48
PFWNW,41.88
MONBX,433.47
OARQD,184.15
AERRC,931.25
FDAVF,394.81
CJGNT,404.63
KDJMB,768.33
NYAAO,465.8
IGVMG,85.93
WTNUP,497.74
MNAQP,534.39
HKRIW,705.97
OCDSI,247.11
XWPEC,157.4
OUTFB,202.92
SJOOQ,706.37
DYOLJ,105.18
WYCKS,639.42
WPSUY,883.65
OLRUR,466.84
XFREN,226.48
ZWFYT,572.0
MAUKL,229.16
JIHSU,285.39
MFGTT,304.68
XHESW,961.78
SITDC,307.66
HKDTE,447.48
NTBOC,132.29
CMWCV,903.37
DMAPO,537.99
EWKMS,520.69
YOWGH,516.59
NDOQM,814.03
LKMIU,88.76
UDYBP,60.8
FYLXU,99.11
QUPSC,107.92
VXKNX,439.58
JQJQU,297.18
SYUPX,744.69
QOJZV,542.04
JNQLH,738.84
ZXMBI,987.16
SUAUK,222.06
HEWWP,252.19
VEARC,28.15
MNQGQ,720.08
VDGLU,93.55
KVKUU,100.43
MZGGX,42.55
TBGIV,217.99
RNGDD,352.59
FCYHH,17.99
YYIEV,243.76
LEXUE,144.17
YDUAP,17.62
ICJLN,199.77
RGPKV,80.37
YJFIJ,176.99
WDHRG,22.87
VLUWF,882.34
AIMKY,199.64
BTIXE,634.93
OUOUN,572.82
TYAAF,343.04
JCOFZ,676.13
EMDYH,336.83
UYLHU,785.21
GKONV,452.09
QWQZO,418.59
WLVHJ,442.82
KVUJX,147.3
MZZAU,82.11
UXKMF,555.21
JQSUC,509.45
HYYTL,690.46
RWWTP,54.23
VAJGJ,17.03
PGEQU,484.84
KQDYF,326.75
EGFMW,549.1
KNUWQ,458.73
DMHQE,930.38
CPRDX,605.9
INGZP,668.62
ZSGTE,389.02
WITBQ,173.71
TBTUQ,920.36
WEKEO,115.18
YCFAM,296.02
DOBLE,43.41
KQHWX,87.46
NTHQS,881.62
SNTCA,440.45
MVFDJ,849.17
LQUYL,618.5
ZVDSL,648.42
ZNDQJ,600.31
VQIRF,437.32
SXMGC,517.14
JSMPW,998.34
MUBOK,110.9
CKZNL,988.19
WPTDE,380.95
HBECW,501.45
NRKDM,597.5
CQXXF,129.8
DYLUB,915.43
EURKX,425.06
YAPIC,607.35
TBCDH,162.1
QOEPV,870.86
KQJHQ,754.2
TXANJ,517.05
RLJCK,60.63
PQUAG,626.07
CLYXW,592.13
AZJJV,841.53
NHLLG,808.26
BZTIS,753.03
TTRES,906.15
NRFLP,90.22
BNTYU,149.6
BMTVK,222.68
XVIJB,380.75
FZTRR,824.5
RYMEJ,769.55
RMQBO,476.41
WGVAA,945.71
WDMJV,738.15
FTPOX,624.87
SVWZN,449.25
BOHMP,258.05
ESRSD,900.64
JBZMI,566.07
BTNWP,369.88
OVRJV,363.68
BEPTP,889.64
XASTL,788.05
ZUSJF,777.63
HTRPI,403.06
FMKDK,698.98
JJDFN,808.19
JJWZK,41.43
DDSUP,632.27
WSELS,664.97
JYOZW,145.14
IONZM,50.3
CNSAT,988.63
KSPZM,846.89
RYEUA,421.93
GCUUX,758.21
OBBGN,197.54
EZVMM,395.62
TLRGI,152.89
PTYXX,619.69
BKTVR,337.26
CXLMJ,258.75
FVYFF,202.05
XUJLZ,145.5
ESBJJ,39.84
NKIIT,261.65
VESDP,755.1
IBZDH,519.69
CGIFS,768.78
LEILD,506.16
LLRUV,291.81
MUEPA,10.78
LHLGL,735.89
AGEEC,729.29
EYZCC,140.84
OIMKD,702.38
VZLDV,716.42
YSWBP,880.19
OLTDR,82.92
FIYYZ,851.05
IKJRS,63.5
FBMKH,354.97
EUSNI,287.81
MLRGB,984.37
SFAPZ,143.28
YDUEM,390.67
RMDYL,495.29
HVMMT,18.54
NGNYU,693.21
JFPMC,445.9
CCMJG,331.44
TXBMH,724.04
NKAJP,860.49
CSUUI,671.82
OKGHW,476.05
IRHGU,120.57
ZHIXT,127.17
QTRXX,32.81
OIOVQ,652.34
BBVXK,595.62
SAZPP,921.42
LTRJQ,38.57
IDHHX,736.44
PPEYT,366.73
GZZUP,318.7
DUBAB,59.42
FEHHL,584.5
GQVDB,124.31
RMRKM,353.09
MASPN,699.82
ODGYN,346.61
XECBE,490.78
ASUQY,536.52
BADXX,399.27
DTKSL,459.77
LWHZZ,231.09
BJPFZ,146.13
ZQMYH,831.96
LNCXA,13.39
QUBLE,356.44
OSDAM,633.15
LPRTH,51.51
SSTFY,982.47
EZFZJ,176.64
TPWNY,524.65
LUQNS,129.31
NEHBM,262.6
FNZVG,31.61
FBVTE,914.48
OQWNR,255.85
CIZMT,281.25
LVHEH,674.27
HEFVE,206.05
DKNDO,867.13
FCMWO,786.33
XQOLD,353.54
DXQJN,28.6
DKHDK,744.38
NYSON,226.15
MSEDJ,355.12
IADLF,179.69
BGKQP,318.71
WGMVJ,565.33
BOZPI,779.56
VATMC,144.02
HMYCU,564.92
KYBQM,345.68
SQMKB,704.93
GKMIG,893.41
HOOMD,320.83
LGJGH,343.89
OBDXW,687.8
VOPTZ,558.68
BGKYM,116.84
KQGWO,267.72
EOASH,25.33
JWFRT,200.89
FINAJ,325.3
DWKQE,442.51
CNUQF,431.74
NSQMK,530.29
CSHVR,155.56
NFRUW,972.05
BHHDH,205.82
TMSUJ,477.34
FDFOM,261.18
MGEIA,662.46
LFQSP,641.19
GDADQ,529.14
BLSKV,79.34
PZTUZ,237.23
ICFMN,411.89
QDJCG,246.73
CEULQ,854.3
GCGOS,586.79
UXYTP,617.8
GRLWY,669.57
CTAYS,556.27
MVQPV,320.48
DNTJQ,760.99
OFDPH,808.53
RSWNS,548.06
MYCWM,303.03
LPSZX,167.17
CROHE,616.53
KKJYU,243.25
NRQTR,17.04
AODNK,14.07
KWIXV,180.92
XGYDM,177.39
MVNQE,519.14
EJCEG,862.36
TEBMY,414.88
OKYFU,204.62
MXERC,909.58
ARNVB,461.7
FVRNY,863.41
ZYLYD,396.54
JGZRF,687.4
WTBVB,540.92
GNQRF,820.83
VJQIN,968.56
CKWAI,656.94
GJNLL,511.96
SBGIH,398.1
HZTRG,268.39
KBFAB,311.35
GRCGJ,565.98
SSSGF,159.91
QHBHI,899.7
BXVVT,307.16
CGKSD,711.87
NFJIQ,11.36
LGCNW,384.95
QCVUB,768.43
LJNZZ,485.53
ZSBHZ,912.04
JZQNL,22.23
NNQVH,360.62
SWCIJ,854.48
KFLZR,610.1
LKTEE,603.45
IZUGN,252.7
VENKD,80.96
NTKZQ,426.58
YADOM,377.72
NZKSX,493.36
GYWQL,251.93
ISJIF,481.52
ZNEJM,335.04
ZQJOY,555.5
NDKXE,715.12
YHKJR,214.49
FXGXA,505.0
NGNDJ,310.43
MMSSU,432.22
IFLKE,200.02
SQBAE,132.38
OVQAZ,807.43
XSVJL,299.72
ZUCNS,520.61
XNXVP,560.32
YRWXL,995.73
XJUPW,493.04
FFJEZ,389.51
CIIXZ,875.98
VCDSC,539.14
OJMNX,415.11
EJQIA,365.69
WFVSD,92.66
QKQWV,636.82
ZYGMT,867.68
VGIWW,389.99
VQPJN,82.07
VJXLV,747.18
TGKKM,70.76
NXQQA,709.76
IUELU,388.88
BWRHZ,596.67
KGEZK,100.29
MUDZI,854.25
PYLPD,271.54
UOROR,106.24
OFMAT,36.66
OKXKB,141.34
NUKKO,348.6
RNCTN,385.75
VDRNH,51.37
UGNWM,821.82
USDSR,334.49
KIQBY,866.62
ZSDWJ,395.16
EDIEW,479.44
HGVRW,185.47
ZJDPO,623.94
NOLLE,569.17
WNPGV,747.73
FJEGJ,856.79
LYSFW,713.3
WNOOR,479.48
IQPEM,405.44
NTMLU,144.85
CEXPG,762.7
LDFRC,555.18
KEUYP,872.6
CRMUB,866.38
RHQEI,619.81
KLDVN,108.25
QIUIT,991.7
EQNZJ,341.13
GHKDJ,646.31
JWNPW,10.95
GDAKB,92.9
MDQRF,206.26
HCXYG,370.53
OTLVP,605.9
TDSHA,90.96
WRLES,724.22
GFVNM,549.21
NZGKU,963.01
OMYKF,672.62
JQDFD,494.99
BTKDX,11.05
XXIFI,20.11
ZZFHE,369.07
NIBKV,938.15
SOBDB,505.53
NYOBJ,277.79
RNZIN,550.97
IHSUQ,404.33
ABKAP,488.5
WRICT,486.03
XZRUW,823.31
FHIXQ,131.47
PVRDE,468.42
RZMYG,441.34
NZEKZ,41.23
PHAMS,485.57
CWEQE,665.82
DSEBD,431.83
MASLK,968.41
YJBDM,624.0
RDZVR,877.1
IZNVX,63.35
JMXXV,72.46
TNPCT,896.74
NHCHD,733.31
IFDPH,581.25
KACSY,354.58
KIVTZ,375.85
XFHLT,151.81
HKEMO,183.62
HWARQ,468.87
CCQRX,922.28
CBFGT,767.85
GOUZP,459.43
XDJPO,311.67
CZQYI,865.92
NFQUP,515.06
AIJOB,773.8
ZHDYK,599.93
WGHYD,165.3
HTGUD,829.16
TEQRG,326.53
IUTNC,946.43
FEJKL,101.8
XJALE,965.08
PQIXU,823.98
QKWRK,444.05
OEMZW,637.23
QFUFF,629.14
VISNZ,25.08
WUNAY,793.4
DMIRL,440.07
EHCNK,416.57
UDTHY,273.39
EFOSS,83.7
LZGDP,209.72
ISHFI,740.47
OUNXK,977.6
YSBXJ,182.11
DHNGS,342.52
WAGXI,203.26
XULLT,942.58
QFIDW,896.53
OSLYF,265.93
UGTHU,242.32
TTUOB,687.46
VWULJ,368.33
IBYRH,686.86
HRZJA,316.89
IUYAW,77.52
NGPZS,667.93
GWPCU,200.36
PFZTY,745.73
OJLFD,697.58
VABJC,65.42
RJQHK,368.24
PPYUN,383.01
IWRCB,317.79
ATABO,744.28
IKNQO,434.61
GWNXI,616.92
WFVUX,816.26
XMNVP,859.97
CADXO,372.09
OLPXQ,952.66
YFQAQ,217.42
EAHOT,110.03
HAYVX,69.48
PGEPK,668.66
TJODW,637.72
YKJBV,151.07
TFDBP,495.38
VIZCB,295.05
YQOWL,548.38
LJCKD,664.07
ZBCOT,148.09
XXLOK,361.21
WVKKJ,765.22
EOYCW,655.09
MCFOT,146.33
WLEOR,24.62
TBQHH,25.65
XGUFM,769.18
PBHNG,330.89
TCQPO,321.85
DALYS,721.51
KKPBP,303.21
WQLSC,110.0
ZXRGY,264.8
EORPO,875.62
HAPVE,994.35
YYRAK,675.46
BEOUU,249.63
BMVMU,406.19
SBJRX,940.64
JQGFE,237.6
XBSAM,359.4
CNXGE,851.71
RSHYS,908.53
YPDXD,656.94
BHGVT,117.85
OSQCW,36.88
AANBU,111.09
OKFDO,330.3
WGVGI,191.97
SCIDT,626.41
AACPI,927.56
QDWIS,613.43
RQJKJ,401.9
UISUZ,962.5
VOYQG,572.74
VAOQA,998.1
NKKIC,631.68
VFUZK,882.88
GONOC,101.42
QCFLL,928.48
WOCZY,218.81
KHDIH,840.28
LPTWT,998.77
PKYVV,813.24
XYBET,271.93
QMGCS,892.76
WWTPB,924.86
KDPOA,303.17
WKNWZ,542.99
YUZGO,570.91
EKKQY,858.8
BGFLV,282.68
OIGGB,39.95
RKQRN,38.04
WGRWQ,925.41
WBKWT,801.86
OYKMP,379.06
SBMIB,207.17
JDCIO,283.94
XMHWR,612.82
MOERU,267.87
EDBPV,18.85
KPNCF,603.49
GXTXD,303.13
DOAQB,317.69
SWXWW,458.47
HWTLV,248.03
LKFWV,608.8
BHNNB,757.3
QSIRB,113.23
UXTRT,911.17
UUJFS,636.22
ENQWQ,965.84
EPYUV,818.24
GCZMS,297.65
PQFFZ,744.01
KKHJZ,526.05
RBOXP,738.95
TVLIH,596.69
BGFQA,51.01
XRJNB,697.1
HHMDZ,941.86
AOPGP,756.25
FGOCY,529.7
TPKRP,390.74
HIKDS,91.74
MTLIA,291.36
EMYXH,62.39
FSYJW,622.95
DBYNC,751.13
ZMDUF,723.03
YSDYW,962.3
NBEXT,405.12
ZBKLC,842.06
NSDQC,765.17
XUAEJ,208.26
HXRHW,719.72
TFFXD,417.55
KPCGT,247.56
BSFNG,892.71
SUKPN,752.87
TLZFS,92.53
CIOMN,479.96
ZANYU,484.95
MTXDJ,886.3
MSAWB,55.74
LBUAR,643.14
SZJWD,697.49
DIFUV,962.18
IBYDH,691.47
EFWYR,422.35
HHTZV,77.74
VCCUG,675.99
XOZWR,19.41
LULDK,729.48
YZIDD,832.7
UEVJH,798.9
JKFUZ,61.43
CDPWR,842.12
EHKRQ,861.62
DQPLH,806.2
ZNAYL,318.0
PBBWI,657.21
GCHLM,822.09
VJTNC,147.23
IWULC,300.31
EUXLI,855.41
CRJYE,553.8
BTETX,305.05
KXXYW,944.2
ITPHC,896.13
LCPZB,156.92
DKTAT,495.82
EDIQJ,611.77
SJJVX,857.62
CGLGI,376.08
UCHJA,672.5
XRIVA,619.51
IEXUC,522.85
ORHGK,135.59
XAJEA,463.72
VAAVB,941.87
XMZDS,713.27
FMJDZ,160.33
DPDJM,649.95
NZACL,405.82
KYKHN,69.19
IBELA,678.4
ZBQDO,270.34
OVBRF,606.16
VMOJE,289.58
XPWEZ,351.97
ZUWPK,98.56
HQKUR,947.91
EQNCN,261.51
PUNOE,457.43
FOORE,589.91
RJLOG,263.53
KSRTI,500.21
DCJPJ,888.34
BZYKO,140.95
YIZOJ,422.62
IODLD,813.03
ZHTTR,734.62
IGDFJ,226.04
JKNEM,807.27
NPIRS,55.07
YAWIP,588.63
XENKF,909.52
NEAQA,94.27
KIIVW,114.04
NJTJI,230.35
JTYSB,593.14
WCEZC,185.32
DSTQR,594.95
GJHZZ,505.17
TCJXZ,347.54
VEWDX,978.33
AUGIP,393.98
FKPAC,406.2
PUWFX,616.64
HZSKK,301.6
CZJUE,738.7
NGGEQ,468.9
PHVVJ,990.14
BSAOT,244.21
FZEGS,844.16
PCIRF,620.26
ILUWS,818.45
SHIKN,273.98
YINRI,948.95
GDCAA,551.7
QCVFG,403.17
NNCCT,698.28
PEGSO,449.28
SXBWL,714.4
QUMID,730.02
LFGTN,641.92
VGOYF,868.94
MYOTW,241.57
HLHGG,263.86
MJNCW,277.12
LHGTA,786.06
GHSMS,832.6
XNMFB,875.48
VWPXE,755.75
MRTHR,978.29
HJKFF,546.65
AQVHR,220.17
TGYLY,663.06
BOTFI,547.04
JTYAO,456.4
EYEXK,21.77
YKMSQ,450.25
JTAUD,307.72
PLNHQ,917.37
UDERK,324.18
XZOSC,792.24
CTREO,131.98
PDBAO,627.29
RNTDF,298.57
OMPRP,580.84
RSSYO,295.17
AZGCK,775.27
WRXCB,491.55
HEOHW,202.65
PFZDI,518.54
MRKTZ,511.25
KCVRC,571.8
TJPXH,81.2
QUWIU,931.18
NMSYU,279.95
OUSSP,60.9
IWUGU,723.41
SFSFD,783.34
BXYFY,155.58
BSEEX,675.27
SWNBX,306.23
NFTLL,180.97
STXEC,846.81
LPVBZ,816.0
WMOYZ,67.44
WYBCM,291.25
LDYNV,830.99
JXMWA,543.11
JGLGF,563.83
GRMSJ,592.43
AIOVD,759.85
DPXUZ,665.72
JNKEG,679.64
JBEGL,895.7
JEZVO,504.16
AOGHZ,779.69
EWFMF,39.01
ONJPD,217.44
WCHMY,110.01
KONST,566.04
YOLUW,53.36
NTLFG,901.57
CZBHA,193.72
UIEGD,261.94
UMOER,419.92
AKRUM,501.06
ULQGL,667.62
VOGFU,895.06
INZAY,376.34
LMRFO,966.3
CBPKL,521.67
TDOBL,552.29
MGUUX,181.66
LILMF,92.79
AKMHI,472.46
TIRLB,938.71
HGBEB,888.89
RQPQZ,922.87
TNFBC,79.81
YGZHZ,724.18
AQEKZ,14.26
ZIZWJ,356.06
ZTRXL,480.51
GBICA,264.29
QXTOB,380.54
FTGAI,500.69
SJOFT,610.28
LYTXC,336.68
SKOOR,807.5
VVCVY,291.54
YFLIH,543.34
ICINR,605.92
OFHUN,315.72
UUBVM,985.65
HEGVV,340.94
PENUI,550.41
TGZWF,323.84
MFBCH,651.81
YNYXS,816.17
UWNOX,350.95
DYJSD,812.1
SJFQR,585.42
PIREQ,824.8
GDSTR,90.62
OVUAJ,99.67
BTYAO,632.37
IVJKN,550.26
GRATF,324.93
ZJGPM,769.65
JDDSD,347.52
VZMJQ,199.39
TXJPA,805.99
PZCML,887.89
FAOOV,845.44
VTVWJ,270.41
SSUJH,468.54
TLTHU,854.01
EZYVG,873.3
YVDIS,231.76
RKXIJ,201.49
WVNAZ,656.7
MOBRW,134.3
NMLVB,307.72
EWZGF,486.15
BCXWS,875.11
FYUZL,612.01
PJWTC,718.18
KRRFN,213.23
TMEKG,323.3
LEYUZ,414.36
EBCYF,464.7
EUUKY,935.24
GLJEL,684.17
GOBDS,159.87
NEPSJ,997.55
MLBBL,279.18
IRDPR,201.99
HUUHN,220.92
YGEWJ,958.16
FIZCP,537.47
LZWBU,374.46
DVRKS,824.71
EZPMU,463.67
VYKCI,323.22
RIURB,82.89
DPLQR,347.33
SZMNF,35.45
XHZQY,838.57
FEGHI,882.23
YAWYC,731.96
HVJFC,901.64
KNQMN,123.65
QOXNS,732.21
EFKDY,826.33
XUQYQ,870.47
LTZHM,784.98
SPQPO,389.39
WXJPR,500.17
ZISHE,363.69
DPXAN,220.34
YHBJL,870.15
UIDPU,380.28
KTUXD,981.5
HLPOZ,991.66
TIAUC,218.5
RTXGA,511.61
KJDJZ,584.88
UQPQL,906.58
GDEMX,838.77
PPOLW,889.6
QJYQC,342.28
NGHUK,628.51
XYMLY,972.95
SJFYO,449.97
CKFZL,437.07
DRFFS,712.95
PODYW,641.56
UPYVP,933.17
VUGFC,791.17
LXGTE,686.97
TMKFD,477.11
QWPKY,216.04
LABZI,291.43
QCGHH,224.49
BRZKH,707.04
XYVLN,720.39
ZXTUR,165.52
BCSDM,431.34
VAOFF,188.22
AFTDZ,951.44
VFOSE,53.84
LMAEM,646.61
EBGCX,354.92
ILNLB,792.76
PRXIH,544.97
EUWZO,233.48
KFOFA,961.03
HDLUX,123.19
PVDMP,341.62
WJYZE,752.94
FKQAY,503.81
FYMTN,915.05
WMGLN,147.34
GUOFZ,610.62
BQTFT,882.32
COONU,469.18
BEFNB,645.44
GWDJT,516.24
ADQPO,679.92
ZCZTX,23.24
QARRO,610.23
YCERV,528.53
LWAOZ,446.85
OGQIT,312.9
PDYDI,13.67
EEZCV,434.44
XUVSN,639.3
PWDCL,441.8
MXDYM,515.05
WVMOF,515.27
LJUUG,571.52
NVCRP,750.17
PDZUR,525.14
FLEOL,693.84
WEZLP,218.38
ZDZHN,573.74
MUSBL,143.94
WIQSB,787.43
RODET,119.18
PCNQH,124.61
IODRG,185.49
XGQJL,171.59
SULMC,991.24
NYYNB,892.73
CKWVF,342.98
SANLT,813.7
RJTAV,468.05
XVDWM,829.77
ZJVLS,741.19
VVVYG,370.3
CFUTA,794.54
NFGTW,916.95
JWDVE,789.26
YARIK,439.27
VWRLR,350.67
TJDPD,427.45
VYNPG,210.05
MLLAZ,802.16
DWPUB,545.84
BVUQL,113.59
DAITG,113.87
QOTCA,872.23
WKLGD,123.95
OEWNM,537.64
KCWEU,319.68
XICPN,148.96
NYGPD,645.65
XEMBV,142.53
JPGIO,692.54
VZVQR,204.94
ICTMK,992.4
GSNJU,652.04
SESGD,438.53
BZPAQ,382.29
PTTDX,375.91
HQWDO,250.25
KNOMM,44.3
JRXTW,587.14
HPUEN,298.46
MPHRZ,920.08
YIYFA,554.8
QMFEW,52.6
TLOCK,291.9
JUDWW,950.52
QEJEU,222.39
MIWXG,27.19
JXBXB,942.55
JAYZZ,455.74
SCUIF,262.08
KIGZS,237.91
YGZLY,886.69
FAAHW,100.9
ZHCXV,252.62
OKEJH,238.06
IEWCP,340.09
TPNVH,969.83
QQSTJ,536.67
MJRBK,16.18
MEEDR,966.04
UHONA,169.6
SRUWK,180.05
OUZKW,117.13
EYPCH,803.13
JGAHP,504.43
ALVJY,439.95
SIFIU,440.83
MIKGB,541.88
QJVJB,886.03
HFULA,732.39
BIIFE,329.65
SAHBI,335.26
WYEOL,671.11
FAYPH,777.49
SMXOA,920.71
SIQJK,157.36
OQMGN,433.21
ZITOV,898.14
JTZCR,941.87
EBLGW,450.16
LEVBY,151.42
FOPZX,681.01
ULKKO,727.36
VNTQZ,301.77
VMLPF,38.78
DLZUB,359.46
QUJLS,532.66
RPYZM,745.49
AIHGS,940.46
GVVMP,69.94
RFQYG,689.14
YYQJB,784.98
CVIIM,173.43
ZQBAP,439.31
MLDRO,23.53
TPTPG,605.66
KPWXK,505.11
RGRYH,716.1
VYNTO,820.9
KMBXQ,291.62
JERXZ,866.43
NGMUM,319.43
HKRWF,545.33
LVIMY,235.24
OWOPM,677.57
EFXFG,81.41
YSTBJ,962.96
IFXAD,981.13
ZCTKF,694.05
IUUCN,245.9
ACQWY,520.37
ARVRP,329.59
YWVPH,952.24
SYCKP,330.43
NLLIF,630.39
RPCJP,356.08
BDKZQ,537.46
NNMZX,557.35
SZCCU,663.3
KMHUE,199.47
SVHBP,587.57
AZHTP,139.71
WXVXK,649.57
VEGFI,205.98
LTBNA,205.76
XDLKM,955.27
NHJRV,95.77
OQXSZ,217.98
LRFJJ,165.7
OABJQ,808.13
UFAGN,379.3
YLHXX,689.01
PHBMG,592.47
ALEGI,818.76
VLFUQ,30.59
VJVCJ,498.82
PKKBX,461.83
AUYSI,327.41
GIKZE,439.44
GLPMS,51.94
SWPAC,730.43
QMMNX,590.69
SQYRG,212.97
ZLRGQ,408.45
QLZNA,660.94
EODXE,293.72
VZNJS,119.92
HNLHM,343.33
TNSLV,791.62
NJSHR,57.88
JSCOB,323.32
BAJWP,190.04
HMVAU,872.23
JDSBN,316.55
VOCED,402.91
TYYZH,531.66
HAJLQ,751.4
EJUFV,149.52
TBFPC,663.54
AYCSR,446.68
LFYIC,881.51
NNXBJ,37.81
TFERP,968.37
EMNJY,124.21
MAYNT,233.79
IKFGY,486.29
VUUZM,17.75
JBFUW,735.14
ZVCQI,331.83
SDHNY,804.53
OSYRC,678.18
JWCTL,900.22
OWQRD,767.65
NWHCE,558.15
BHKCJ,316.57
UMNOW,87.33
KICIW,33.34
COSKX,17.11
EBETG,19.49
RFZHH,405.6
BKEYY,12.02
AEDPR,340.01
DDWFW,221.29
LBRRO,255.73
UVUEF,280.08
ACAOD,206.66
JIEWR,967.26
GUSJA,470.58
PBEBO,791.13
OMRVO,151.66
ULERR,457.44
XKLKD,175.76
YRQEZ,623.71
JRQXL,186.45
CQJQB,861.74
KNZJW,949.12
GGRNL,272.84
GZCZC,109.03
ZJWSZ,486.13
KANIE,405.72
RHWOD,821.73
CZETD,860.34
LOJUH,281.18
LLEZT,748.01
JUSZS,500.31
ODBQE,351.19
FPBKY,812.03
EBJHY,94.62
JVKOV,696.98
ZATXO,218.44
JOXWG,557.91
UTDDQ,343.89
SVEIT,600.94
QELPS,80.66
QLVDW,825.43
RXWVR,294.69
ILIIS,279.05
DFCSH,297.91
UEMCN,815.38
QHJGH,507.36
WDDGU,990.66
FCZEN,78.56
BURPW,686.31
UODBQ,208.83
NUZZU,527.3
MXCGN,936.0
NJTIY,801.64
VBVTX,809.56
IYOJC,801.56
KTYVQ,690.3
DDOWF,541.95
ZSWNP,729.89
LMDKX,450.23
XANOA,306.19
OFRJR,299.09
CEXDG,687.95
JTKQF,909.93
XOHNZ,319.52
NLYKO,255.98
SSPJD,674.1
PQHSB,869.08
NMDVN,826.64
LVCJJ,670.26
IIKBG,667.75
TKDUA,364.36
NKJAZ,288.88
LQJVU,175.21
IAMYF,221.33
KRQNY,669.51
MDUJT,274.0
ACWLK,984.65
YQTLZ,940.18
WFYJP,109.49
VTADQ,509.06
HRQGR,210.68
DUWZU,90.8
URACZ,365.2
NESJV,172.53
CJKMO,231.63
HSHAV,939.42
FVPFZ,968.55
INBNJ,788.29
KUNIQ,889.02
GBFSQ,542.63
WBUGM,59.43
WYAEH,619.65
UHONF,195.48
RCMLD,743.26
QTLIL,693.33
DQOHW,98.2
OXLMO,868.05
RHAKD,839.84
OPRQH,567.92
CXUBC,963.8
OACUF,640.04
CBBDC,361.2
BTQVE,719.51
JZGSI,255.91
YBURO,844.09
SRGNQ,885.72
QPYRG,60.02
QMHNW,551.25
FTVXW,612.23
QIUCW,901.2
QNICQ,96.86
DDQXW,661.64
UEZBO,299.18
TPZBN,92.62
NOCNP,852.36
DOQLP,965.28
PZKWM,454.11
GKEKJ,406.38
ZFNCO,592.56
DAYQT,347.4
HXRCL,966.7
TVICX,531.24
KEJIN,374.02
PWISE,455.15
ITFWF,840.16
YSSXX,951.34
CVXTV,985.0
WLSQW,894.52
OCYKX,430.65
LMGGF,972.54
FFLHP,680.84
SJUTH,15.52
SCTKA,604.4
ZNPQU,514.27
PSDTT,11.82
TSLTA,346.53
MKKQV,582.21
BNVAJ,919.35
XCSWR,501.08
HASHV,511.34
PLOSJ,268.92
EURGY,122.41
YIRWD,618.76
DWIOY,140.45
VHWFY,554.21
SPVCO,587.93
RJGHX,687.93
MAPQV,87.44
FRPFR,538.22
FOBYL,516.22
LDEOH,490.15
FWINS,993.11
HCDWP,614.66
LZNLI,842.22
EEOAR,522.84
GBGEF,186.81
ENVLP,63.93
VAZKR,136.03
TGPZZ,738.98
ITJYT,77.72
DNNZH,986.33
BRJJP,511.58
RLDBR,766.8
YTLWZ,843.08
KHGLZ,973.9
EAXKN,656.26
DIIQB,894.88
IKLNS,665.5
ALIYZ,863.58
IBTUW,486.82
KZCIQ,564.69
YLDQI,486.25
IZVDD,221.89
TVUGH,554.54
QAIKA,134.6
NKUPC,403.22
DXFNP,618.26
MIJPQ,171.96
OYUUK,654.33
CBDOF,770.55
FLKOF,565.51
UMWPS,547.46
WEXMA,160.25
TUUDV,495.72
FTGRQ,518.33
FSTNX,609.24
WPNWI,995.08
UFYWV,669.95
OFEBF,651.27
NTIBI,275.1
GUJII,898.44
FBEDJ,935.03
UJMBW,493.5
WBDJH,60.95
KQKXD,892.32
WFBYK,425.95
VFQYM,784.42
DESFE,620.07
RZUXA,626.26
ZBEQO,574.39
JDSLW,892.43
HUNMY,417.15
WXZUB,581.24
YIRSF,339.12
FHGRS,188.42
XHIPC,279.42
YNXQN,167.54
MDIYR,848.67
LXHPX,549.17
UOSZS,159.87
OBFJT,706.06
VBUUV,845.66
IHRHH,733.31
OUJYB,374.07
HHOMM,812.38
VDGNV,40.52
GMKQY,863.15
DLYVR,500.62
THYGK,400.32
EGFWW,315.95
QHMVT,415.17
CNGNP,795.24
JTTKJ,257.05
CTANF,367.34
UKXJC,707.93
HTSCZ,985.92
BBJTH,254.27
DQPHK,693.81
JEFMQ,310.84
PBALE,502.7
YDPJC,530.87
CFHWK,662.02
BYEYD,240.96
CBTWA,452.73
OAGJA,235.09
QHJJR,545.57
RUDMQ,768.92
LDDWJ,74.3
IMVXK,45.67
NVFNM,655.0
GVZOE,591.27
WKPMR,97.09
UTKBN,817.27
WVFHX,380.51
VDDBY,841.47
YSDTT,115.45
XEHUX,411.64
YTPVM,772.58
GPUAB,637.84
CWFTM,247.2
QMLXX,464.33
CFMUH,857.88
YXKJP,954.89
IRSXK,849.5
UREOK,190.35
HCEEV,187.79
TSUIE,997.45
ECGIR,993.46
QJZKP,965.71
QZLJL,140.75
VEXPX,931.08
VCJEW,708.66
NYCWZ,683.78
PQCLH,144.33
BENVZ,133.6
JVQUP,844.7
JFEUX,431.74
IJPYW,573.76
JRBMN,775.77
HKJUZ,193.81
DXESH,80.77
FIELR,264.36
XAPYW,994.9
WONGR,931.56
AEJIF,847.29
OGSFH,211.55
CUJOO,854.77
WABHR,565.57
XHVZF,700.85
UHVSR,349.1
